S1_C0201,S2_C0201,S3_C0201,S4_C0201,S5_C0201,S6_C0201,S7_C0201,S8_C0201
0.179,0.276,0.444,0.431,0.452,0.059,0.191,0.266
0.179,0.276,0.444,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.444,0.431,0.452,0.059,0.191,0.266
0.179,0.276,0.444,0.431,0.452,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.452,0.059,0.191,0.266
0.179,0.276,0.444,0.43,0.453,0.059,0.191,0.266
0.179,0.276,0.444,0.431,0.452,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.266
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.43,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.43,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.43,0.453,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.277,0.443,0.43,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.43,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.179,0.276,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.276,0.443,0.43,0.453,0.059,0.191,0.267
0.18,0.277,0.443,0.43,0.454,0.059,0.191,0.267
0.18,0.277,0.443,0.431,0.453,0.059,0.191,0.267
0.18,0.277,0.443,0.43,0.454,0.059,0.191,0.267
0.179,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.179,0.277,0.443,0.43,0.454,0.059,0.191,0.267
0.179,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.443,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.179,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.276,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.267
0.18,0.277,0.442,0.431,0.454,0.059,0.191,0.266
