S1_C0702,S2_C0702,S3_C0702,S4_C0702,S5_C0702,S6_C0702,S7_C0702,S8_C0702
0.159,0.235,0.35,0.507,0.496,0.063,0.131,0.315
0.159,0.235,0.35,0.507,0.495,0.063,0.131,0.315
0.159,0.235,0.35,0.507,0.495,0.062,0.131,0.315
0.159,0.235,0.35,0.507,0.495,0.062,0.131,0.315
0.159,0.235,0.349,0.507,0.495,0.063,0.131,0.315
0.159,0.235,0.35,0.506,0.495,0.063,0.131,0.315
0.159,0.235,0.349,0.506,0.495,0.062,0.131,0.315
0.159,0.235,0.349,0.506,0.495,0.062,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.063,0.131,0.315
0.159,0.235,0.349,0.506,0.495,0.063,0.131,0.315
0.159,0.235,0.349,0.506,0.495,0.063,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.062,0.131,0.315
0.158,0.235,0.349,0.506,0.495,0.062,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.062,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.062,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.063,0.131,0.315
0.159,0.234,0.349,0.506,0.495,0.062,0.131,0.314
0.159,0.234,0.349,0.506,0.495,0.063,0.131,0.314
0.159,0.234,0.349,0.506,0.495,0.063,0.131,0.314
0.158,0.234,0.349,0.506,0.495,0.062,0.131,0.314
0.158,0.234,0.349,0.506,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.349,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.348,0.505,0.494,0.063,0.131,0.314
0.158,0.234,0.348,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.348,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.348,0.505,0.494,0.062,0.131,0.314
0.158,0.234,0.348,0.505,0.494,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.131,0.314
0.158,0.234,0.348,0.504,0.493,0.063,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.314
0.158,0.234,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.233,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.233,0.348,0.504,0.493,0.062,0.131,0.313
0.158,0.233,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.233,0.348,0.504,0.493,0.063,0.13,0.313
0.158,0.233,0.348,0.504,0.493,0.062,0.13,0.313
0.158,0.233,0.348,0.503,0.493,0.062,0.131,0.313
0.157,0.233,0.348,0.503,0.493,0.062,0.13,0.313
0.158,0.233,0.348,0.503,0.493,0.062,0.13,0.313
0.158,0.233,0.347,0.503,0.493,0.062,0.13,0.313
0.157,0.233,0.348,0.503,0.492,0.062,0.13,0.313
0.158,0.233,0.347,0.503,0.492,0.062,0.13,0.313
0.158,0.233,0.348,0.503,0.492,0.062,0.13,0.313
0.157,0.233,0.347,0.503,0.492,0.063,0.13,0.313
0.157,0.233,0.347,0.503,0.492,0.062,0.13,0.313
0.157,0.233,0.347,0.503,0.492,0.062,0.13,0.313
0.157,0.233,0.347,0.503,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.503,0.492,0.062,0.13,0.313
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.492,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.502,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.501,0.491,0.062,0.13,0.312
0.157,0.232,0.347,0.501,0.491,0.062,0.13,0.312
0.157,0.233,0.347,0.501,0.491,0.062,0.13,0.312
0.157,0.232,0.347,0.501,0.491,0.062,0.13,0.312
